org_id,year,org_name,org_type,org_country_code,paper_count,collaborative_paper_count,international_collab_paper_count,industry_academia_paper_count,cross_sector_paper_count,government_academia_paper_count,unique_partner_org_count
EXT:747861144AF7,2025,T茅l茅com Sud Paris,other,FR,1,1,0,0,1,0,1
EXT:749ED833F776,2020,"Beijing Fanyu Technology Co., Ltd.",company,CN,1,1,0,1,1,0,2
EXT:75043A9CA0C4,2023,DTU,other,IN,1,1,0,0,1,0,1
EXT:750D4D03EF1F,2023,Xinjiang Provincial Key Laboratory of Multi-lingual Information Technology,company,CN,1,1,0,1,1,0,3
EXT:753B1C81B4E8,2024,VESSL AI,company,,1,1,1,1,1,0,6
EXT:7566B883295A,2024,P?dagogische Hochschule Zurich,other,,1,1,0,0,1,0,1
EXT:756AAA545B55,2024,"Edinburgh RC, CSI",other,GB,1,1,1,0,1,0,1
EXT:757E1FDB4E2E,2025,Lion Rock AI Lab,company,CN,1,1,1,1,1,0,4
EXT:75EDEEBF6C30,2024,Beijing Key Lab of Traffic Data Analysis and Mining,facility,CN,1,1,1,0,1,0,2
EXT:76474A84A091,2024,Independent Design Engineer,other,,1,1,1,1,1,0,32
EXT:76884656A5E0,2024,DeepGlint,company,CN,1,1,1,1,1,0,2
EXT:76884656A5E0,2025,DeepGlint,company,CN,1,1,0,1,1,0,2
EXT:773B67D7B347,2025,Kyle University,education,,1,1,1,0,0,0,5
EXT:7835452C03C8,2024,Masakhane NLP,other,,2,2,2,2,2,1,39
EXT:783DCFD09960,2021,Checkstep Research,facility,,1,1,1,0,1,0,3
EXT:7852CE32D658,2025,Fastino AI,company,,1,1,0,1,1,0,3
EXT:7893E37D8DDC,2024,ENSIAS,other,MA,1,1,1,1,1,1,35
EXT:79ACDDB489ED,2022,Neural Magic Inc.,company,,1,1,1,1,1,0,2
EXT:79ACDDB489ED,2024,"Neural Magic, Inc.",company,,1,1,1,1,1,0,4
EXT:79C13D0F2997,2025,Shamoon College of Engineering,education,IL,1,1,0,0,0,0,1
EXT:79E46E16339B,2021,Thorn,other,,1,1,0,0,1,0,2
EXT:79E4FCC202C4,2025,vivo AI Lab,company,CN,1,1,0,1,1,0,4
EXT:7A1034EC00E4,2025,Visa Research,facility,US,1,1,0,0,1,0,5
EXT:7A20EE3B9E1B,2024,Bespoke Labs,company,US,1,1,0,1,1,0,1
EXT:7A20EE3B9E1B,2025,Bespoke Labs,company,US,1,1,0,1,1,0,2
EXT:7A31266A4E95,2025,China Mobile Information Technology Center,facility,CN,1,1,0,0,1,0,1
EXT:7A385B9ECD6A,2022,SA Di La R,other,ZA,1,1,1,1,1,0,24
EXT:7A385B9ECD6A,2023,SA Di La R,other,ZA,1,1,1,1,1,0,23
EXT:7A385B9ECD6A,2024,SA Di La R,other,ZA,1,1,1,1,1,1,35
EXT:7A385B9ECD6A,2025,SA Di La R,other,ZA,1,1,1,0,1,0,10
EXT:7A748C6A0C07,2024,Tap Tap,other,,1,1,0,1,1,0,2
EXT:7A954361EAFC,2025,3 i DEAR Human Support Service,other,,1,1,0,1,1,0,3
EXT:7BCB30371BF8,2020,Kingsoft AI Lab,company,CN,1,1,0,1,1,0,2
EXT:7BCB30371BF8,2021,Kingsoft AI Lab,company,CN,1,1,0,1,1,0,1
EXT:7C3A2A212A94,2024,Institute for Advanced Algorithms Research,facility,CN,1,1,1,0,1,0,3
EXT:7C3A2A212A94,2025,Institute for Advanced Algorithms Research,facility,CN,3,3,1,0,3,0,6
EXT:7C4B22DAC18F,2023,Eleuther AI,nonprofit,US,2,2,2,2,2,0,19
EXT:7C4B22DAC18F,2024,Eleuther AI,nonprofit,US,2,2,2,2,2,0,12
EXT:7C4B22DAC18F,2025,Eleuther AI,nonprofit,US,1,1,0,0,1,0,2
EXT:7C4C0369DC08,2021,Open Stax,other,,1,1,0,0,1,0,2
EXT:7C5DCF0F528C,2025,Hearvana AI,company,,1,1,0,1,1,0,1
EXT:7C7D9CE27731,2023,Veterans Affairs National Artificial Intelligence Institute,government,US,1,1,0,0,1,1,2
EXT:7C8DE4021B31,2024,He Fei University of Technology,education,,1,0,0,0,0,0,0
EXT:7D24C81191F2,2024,Beijing Huairou Laboratory,facility,,1,1,0,1,1,0,2
EXT:7D60EED80C34,2024,Heinrich-Heine-Universit?t D眉sseldorf,other,,1,1,1,1,1,0,2
EXT:7D877C91EE17,2020,"EBUPT Information Technology Co., Ltd.",company,CN,1,1,0,1,1,0,1
EXT:7DA32692634E,2023,Centro de Investigaci贸n en Matem谩ticas,other,MX,1,1,1,0,1,0,3
EXT:7DB9A44DFB0F,2024,"Rev Comm, Inc.",company,,1,1,1,1,1,0,32
EXT:7E303DD2F2BE,2024,Riid AI Research,company,,1,1,0,1,1,0,2
EXT:7E4F7F6394CD,2025,"Douyin Co., Ltd",company,,1,1,1,1,1,0,3
EXT:7F967EE4FCCC,2025,"E-surfing Digital Life Technology Co., Ltd.",company,CN,1,1,1,1,1,0,3
EXT:7FAAE6B57551,2025,Zhongguancun Academy,education,CN,5,5,2,2,4,1,12
EXT:7FBBF5DDF610,2021,Key Laboratory of Symbolic Computation and Knowledge Engineering,facility,CN,1,1,0,0,1,0,1
EXT:803A6687D37E,2024,Technical University of Iasi,education,RO,1,1,1,1,1,0,2
EXT:803A6687D37E,2025,Technical University of Iasi,education,RO,1,1,1,1,1,0,2
EXT:80AA40B20ADC,2021,Universitas Multimedia Nusantara,other,,1,1,1,1,1,0,5
EXT:8106AB7EF965,2025,State Key Laboratory of AI Safety,facility,CN,1,1,0,0,1,1,3
EXT:810F85E98C37,2022,Astra Zeneca,other,,1,1,1,0,1,0,4
EXT:816F5007E2DC,2024,Universit茅 di Bologna,other,IT,1,1,1,0,1,0,1
EXT:81BB1D7B531D,2023,"Beijing Wenge Technology Co., Ltd",company,CN,1,1,0,1,1,1,2
EXT:81BB1D7B531D,2024,"Beijing Wenge Technology Co., Ltd",company,CN,2,2,0,2,2,2,2
EXT:81BB1D7B531D,2025,"Beijing Wenge Technology Co., Ltd",company,CN,1,1,0,1,1,1,2
EXT:822588D0AF5C,2022,National Engineering Laboratory for Risk Perception and Prevention,facility,CN,1,1,0,0,1,1,2
EXT:82F6558F7387,2025,University of Bolog,education,,1,0,0,0,0,0,0
EXT:834B8EDE5CCC,2022,KT,other,KR,1,1,0,0,1,0,1
EXT:834B8EDE5CCC,2024,KT,other,KR,1,1,0,0,1,0,1
EXT:834B8EDE5CCC,2025,KT,other,KR,2,2,0,0,2,0,1
EXT:8379CC512298,2025,College of William & Mary,education,US,1,1,1,0,0,0,2
EXT:8386ED7B5664,2020,State Key Lab on Intelligent Technology and Systems,company,,1,1,0,1,1,0,4
EXT:83A2BCE411AB,2023,ENS/PSL,other,,1,1,1,0,1,1,3
EXT:83A2BCE411AB,2024,ENS - PSL,other,,1,1,0,0,1,0,1
EXT:83A2BCE411AB,2025,ENS-PSL,other,,1,1,0,0,1,0,2
EXT:83B4F4B0B029,2024,China Telecom Cloud Computing Research Institute,facility,CN,1,1,1,1,1,0,2
EXT:83B4F4B0B029,2025,China Telecom Cloud Computing Research Institute,facility,CN,1,1,1,0,1,0,1
EXT:83C440AECBE7,2025,Konrad Zuse School of Excellence in Reliable AI,education,,1,1,1,1,1,0,4
EXT:8451291DD299,2020,Citadel LLC,company,,1,1,1,1,1,0,4
EXT:849FF4FBC081,2023,Fund for Alignment Research,facility,,1,1,0,1,1,0,2
EXT:84EB680ADE9E,2022,Riiid,other,,1,1,1,1,1,0,2
EXT:852C736ACB13,2025,Instituto de Ingenier铆a del Conocimiento,other,,1,1,1,1,1,0,12
EXT:85C60191C904,2023,Huatai Securities,other,,1,1,0,0,1,0,1
EXT:85F4F9B5C788,2023,Institute of Collaborative Innovation,facility,,1,1,1,0,1,0,4
EXT:86427BA9E8E9,2025,PSPB Patent Law,other,,2,2,0,0,2,0,1
EXT:86926A4ECF0D,2025,MODULABS,other,,1,1,0,1,1,0,3
EXT:86DBEB5ED7BD,2025,Intellivix,other,KR,1,1,0,0,1,0,1
EXT:86FB8496A8D7,2023,BRIN Indonesia,other,,1,1,1,0,1,0,2
EXT:8794EC2BD529,2025,Fraunhofer IS,other,,1,0,0,0,0,0,0
EXT:879ABF239407,2025,Hainan Province Fang Binxing Academician Workstation,other,CN,1,1,0,0,1,1,2
EXT:87B58CBA29AE,2022,Applica.ai,company,,1,1,0,1,1,0,2
EXT:87DAB5A4994F,2023,"Beijing Wenge Technology Co., Ltd.",company,CN,1,1,0,1,1,1,2
EXT:880D7EB33E67,2024,Indo NLP,other,,2,2,2,2,2,0,34
EXT:885196B0073F,2024,Hangzhou High-Tech Zone (Binjiang) Institute of Blockchain and Data Security,facility,CN,1,1,1,0,1,0,2
EXT:885196B0073F,2025,Hangzhou High-Tech Zone (Binjiang) Institute of Blockchain and Data Security,facility,CN,5,5,2,2,5,0,6
EXT:886D730F6184,2024,Panda Villa Tech Limited,company,,1,1,0,1,1,0,2
EXT:887B9ED09216,2022,OPPO Research Institute,company,CN,2,2,2,2,2,0,7
EXT:887B9ED09216,2024,OPPO Research Institute,company,CN,1,1,0,1,1,0,1
EXT:887B9ED09216,2025,OPPO Research Institute,company,CN,1,1,0,1,1,0,1
EXT:888169FCF639,2025,Miniml.AI,company,GB,2,2,1,2,2,1,7
EXT:888853B81243,2025,T&I Company,company,,1,1,0,1,1,0,2
EXT:896FF4BCD46B,2023,China Academic of Electronics and Information Technology,education,,1,1,1,0,1,0,4
EXT:89AE3DFD9338,2023,Ewegbe Akademi,other,TG,1,1,1,1,1,0,23
EXT:8A3E384FF2D0,2025,Amsterdam University,education,,1,1,1,1,1,0,44
EXT:8A73637E3B2B,2024,Independent Researcher,other,IN,1,1,1,0,1,0,3
EXT:8AB26C933E52,2022,Human Language Technology Research Institute,company,,1,1,0,1,1,0,1
EXT:8ACBDE67B516,2023,Dark Matter AI Research,company,,1,1,1,1,1,0,5
EXT:8ACBDE67B516,2024,Dark Matter AI Research,company,,1,1,1,1,1,0,2
EXT:8B53F093B14E,2025,Sound Speech and Hearing Clinic,healthcare,,1,1,1,0,1,0,2
EXT:8C123797A82B,2023,"NTT Communication Science Laboratories, NTT Corporation",company,JP,1,1,0,1,1,0,1
EXT:8C1A6A1FBBCE,2025,Whissle Inc.,company,US,1,1,1,1,1,0,1
EXT:8C2BB11CBDB2,2023,One AI,company,,1,1,1,1,1,0,2
EXT:8C8E25D19807,2023,Stability AI,company,,1,1,1,1,1,0,7
EXT:8CAFAD57F719,2024,Boson AI,company,US,1,1,0,1,1,0,2
EXT:8CD50FE76997,2025,STC,other,SA,1,1,1,0,1,0,1
EXT:8D09927CCD04,2021,University of Sherbrooke,education,CA,1,1,1,0,0,0,1
EXT:8D2796563203,2025,Seasalt AI Inc,company,,1,1,0,1,1,0,10
EXT:8D651102C38C,2024,Light Speed Studios,other,,1,1,1,0,1,0,2
EXT:8E727708CAE5,2025,Independent AI Researcher,company,,1,1,0,1,1,0,3
EXT:8E7853BC1B81,2021,CONICET,other,AR,1,1,0,0,1,0,1
EXT:8EACCC63AAC6,2025,Linked in AI,company,,1,1,0,1,1,0,1
EXT:8EE00A77738D,2023,Shanghai Shanghai Artificial Intelligence Laboratory,facility,CN,1,1,1,0,1,0,2
EXT:8F39933E1B17,2024,Provable Responsible AI and Data Analytics (PRADA) Lab,company,,1,1,1,1,1,0,4
EXT:8F73ACEC5E4B,2024,Cambricon Technologies,company,,1,1,0,1,1,0,3
EXT:8F7FEE346EBA,2023,Resource Monitoring and Research Center on Minority Languages,facility,CN,1,1,0,1,1,0,2
EXT:8FCD709699F1,2023,"CEC Gien Tech Technology Co., Ltd",company,CN,1,1,0,1,1,0,2
EXT:9019FCBC280D,2024,Chandar Research Lab,company,,1,1,1,1,1,0,4
EXT:9029659040B4,2021,ABBYY,other,RU,1,0,0,0,0,0,0
EXT:9061350A2575,2021,Bering Lab,company,KR,1,1,1,1,1,0,2
EXT:9061350A2575,2024,Bering Lab,company,KR,1,1,1,1,1,0,32
EXT:90C956E5D27F,2025,Di Di Global,other,CN,1,1,1,1,1,0,3
EXT:9106CDC7AEB6,2025,L M U Munich,other,,1,1,1,1,1,0,3
EXT:911FE0F86D83,2024,Invertible AI,company,GB,2,2,2,2,2,0,12
EXT:911FE0F86D83,2025,Invertible AI,company,GB,1,1,1,1,1,0,2
EXT:913F42C4BDDC,2024,Lapis Labs,company,,1,1,1,1,1,0,2
EXT:9159EC622675,2023,Deep Auto,company,KR,1,1,0,1,1,0,1
EXT:9159EC622675,2024,Deep Auto,company,KR,1,1,1,1,1,0,2
EXT:9159EC622675,2025,Deep Auto,company,KR,1,1,0,1,1,0,1
EXT:916C4D7ECA87,2023,Shift Technology,company,FR,1,1,0,0,1,0,1
EXT:922DB906109F,2023,Lanfrica,other,,1,1,1,1,1,0,23
EXT:924319C69686,2023,Wipro AI Labs,company,IN,1,1,0,1,1,0,3
EXT:9279F972FF01,2025,Leibniz-Institut f眉r Wissenschaften,other,,1,1,1,0,1,0,3
EXT:928140C7AB62,2023,Beijing Institute of Biotechnology,facility,CN,1,1,0,0,1,0,1
EXT:930F0D8DECE1,2023,Vectora,other,,1,1,0,0,1,0,1
EXT:9323BD61DD54,2023,Lamarr Institute,facility,DE,1,1,1,0,1,0,4
EXT:9323BD61DD54,2024,Lamarr Institute,facility,DE,1,1,0,0,1,0,3
EXT:9323BD61DD54,2025,Lamarr Institute,facility,DE,1,1,1,0,1,0,5
EXT:9335418AC230,2025,Zhejiang Key Laboratory of Big Data Intelligent Computing,facility,CN,1,1,0,0,1,0,2
EXT:935C01D3E5B4,2021,Meetic,other,FR,1,1,0,0,1,0,1
EXT:93689CB42B06,2024,Inria Bordeaux,other,FR,1,1,1,0,1,0,2
EXT:93BDA5B6467C,2025,Shanghai Key Lab of Inteligent Information Processing,facility,,1,1,0,1,1,0,3
EXT:93CA5788DBBD,2022,"IDSIA, USI & SUPSI",other,CH,1,1,1,0,1,0,1
EXT:93E1EDA63B96,2022,University of Kiel,education,DE,1,1,1,0,1,0,2
EXT:94345ED99BF1,2021,Upstage AI Research,company,KR,2,2,0,2,2,0,5
EXT:94A00608B4A9,2025,Cambium Assessment,other,,1,1,0,0,1,0,1
EXT:94ADA518D6DD,2024,Spiffy AI,company,,1,1,0,1,1,0,5
EXT:94BB9E76E3C5,2025,Universit脿 degli Studi di Torino,other,IT,1,1,1,0,1,0,4
EXT:94E5B615D41C,2025,AI Waves Inc.,company,CN,1,1,1,1,1,1,10
EXT:950152AD428C,2022,Health Research Consultant,healthcare,,1,1,0,0,1,1,4
EXT:95476B85BAB8,2022,Turing,other,,1,1,1,1,1,0,13
EXT:963954F4FDBD,2024,Contextual AI,company,US,1,1,0,1,1,0,3
EXT:963954F4FDBD,2025,Contextual AI,company,US,1,1,0,1,1,0,3
EXT:9665BA9A6F45,2023,Artificial Intelligence Research Center (AIST),facility,JP,1,1,1,0,1,0,3
EXT:968960D2BD30,2024,aequa-tech,other,IT,1,1,1,1,1,0,2
EXT:968960D2BD30,2025,aequa-tech,other,IT,1,1,1,0,1,0,4
EXT:968FB1AAD4D5,2025,DAUST,other,SN,1,1,1,0,1,0,10
EXT:969036E3D6E7,2025,X-Imaging Intelligent Technology (Shanghai) Co. LTD.,company,CN,1,1,0,1,1,0,1
EXT:9691E49E1A31,2025,Institute for AI in Medicine (IKIM),company,,1,1,0,1,1,0,2
EXT:96A3ACB0B46D,2020,Surgical Safety Technologies Inc.,healthcare,US,1,1,1,0,1,0,3
EXT:96FACCCB2E3E,2025,Thoughtworks,company,US,1,1,1,1,1,0,4
EXT:973FAFA4C2E9,2025,Furiosa AI,company,,1,1,0,1,1,0,3
EXT:9769F80C27A8,2024,CAS Key Laboratory of Electromagnetic Space Information,facility,,1,1,1,1,1,0,5
EXT:977E3D1A4C96,2024,University,education,,1,1,0,0,0,0,1
EXT:97C93260D931,2022,Cinnamon AI,company,VN,1,1,0,1,1,0,1
EXT:97E8D6A1A908,2025,Fraunhofer IIS,other,DE,1,1,0,0,1,0,3
EXT:982BCB6F2110,2024,"Douyin Vision Co., Ltd.",company,,1,1,0,1,1,0,1
EXT:983AF944AAE7,2023,Berkeley Artificial Intelligence Research (BAIR),facility,,1,1,0,0,1,0,1
EXT:98CB792A85FE,2024,IMDEA Networks Institute,facility,,1,1,1,0,1,0,3
EXT:98EC87D390D3,2024,SNU AI Center,facility,KR,1,1,0,1,1,0,3
EXT:98EC87D390D3,2025,SNU AI Center,facility,KR,1,1,0,1,1,0,3
EXT:99249EC1E2BC,2025,KT Corporation,company,KR,1,1,0,1,1,0,1
EXT:993C91A741FB,2025,National Key Laboratory of Parallel and Distributed Computing,facility,CN,1,1,0,0,1,0,2
EXT:998CE7E2F5F0,2025,"People AI, Inc.",company,,1,1,0,1,1,1,3
EXT:9A262B165A14,2025,Bebxy,other,,1,1,1,0,1,0,2
EXT:9A5ED4546E9D,2025,UAR Research Center for Trustworthy Data Science and Security,facility,,2,2,0,1,2,0,2
EXT:9AE3B7BCD214,2021,Hi TZ Basque Center for Language Technologies,company,,1,1,0,1,1,0,1
EXT:9B14C16C18AD,2023,"Data Grand Information Technology (Shanghai) Co., Ltd.",company,,2,2,0,2,2,0,2
EXT:9B87F059EBB4,2025,GDS Holdings Limited,company,,1,1,0,1,1,0,4
EXT:9C02A567C100,2024,Certified Translation Agency No. 1141,other,IR,1,1,1,0,1,0,1
EXT:9C10587F5455,2025,Institute of Artificial Intelligence Comprehensive National Science Center,facility,,1,1,1,1,1,0,3
EXT:9CD908594426,2023,Shenzhen Institute for Advanced Study,facility,CN,1,1,1,0,1,0,2
EXT:9CD908594426,2025,Shenzhen Institute for Advanced Study,facility,CN,1,1,0,0,1,0,1
EXT:9CFE816B9CA4,2021,Abigail Wexner Research Institute at Nationwide Children's Hospital,healthcare,,1,1,0,0,1,0,3
EXT:9D6D4BABCF13,2025,"University of Versailles, Paris-Saclay University",education,,1,1,0,0,0,0,1
EXT:9D813BE4970D,2023,Veterans Affairs San Diego Healthcare System,government,US,1,1,0,0,1,1,2
EXT:9D9088115B47,2022,Riiid AI Research,company,,2,1,0,1,1,0,1
EXT:9DA8C65C05FC,2024,Paris 1 Pantheon-Sorbonne University,education,FR,1,1,1,0,1,0,4
EXT:9E1AED648E8A,2025,Harvard-Westlake School,education,US,1,1,0,1,1,0,2
EXT:9E526AA40CFD,2024,Center for Human-Compatible AI,company,,1,1,1,1,1,0,3
EXT:9E9205FA3E60,2025,Beijing Knowledge Atlas Technology Joint Stock Company Limited,company,,1,0,0,0,0,0,0
EXT:9EA4D35AAE4B,2025,Health Unity,healthcare,,1,1,1,0,1,0,2
EXT:9EAB9314ECDA,2025,University of Trier,education,,1,1,0,0,1,0,1
EXT:9F184DA76953,2022,Universit茅 Mc Gill,other,,1,1,0,0,1,0,2
EXT:9F272F357354,2021,Mila - Quebec Artificial Intelligence Institute / McGill University,other,CA,1,1,1,0,1,0,2
EXT:9F272F357354,2023,Mila - Quebec Artificial Intelligence Institute / McGill University,other,CA,3,3,3,2,3,0,5
EXT:9F3C0CE3A1B7,2022,Institute for Interdisciplinary Information Sciences,facility,,1,1,0,0,1,0,1
EXT:9FB5C3C314A3,2023,MIT Computer Science and Artificial Intelligence Lab,company,US,1,1,1,1,1,0,1
EXT:9FB65CF14049,2021,Sogou Inc,company,CN,2,2,1,1,2,0,4
EXT:A011DA52A4C4,2023,FPT Software,company,,1,1,1,1,1,0,3
EXT:A01BA184E072,2025,AITRICS,other,KR,2,2,0,2,2,0,5
EXT:A021DA909FBE,2021,"Motherbrain, EQT Group",company,SE,1,1,0,0,1,0,1
EXT:A0F676F043FC,2024,OneLineAI,company,KR,1,1,1,1,1,0,6
EXT:A0F676F043FC,2025,OneLineAI,company,KR,1,1,0,1,1,0,3
EXT:A12D3CC6B18F,2025,Key Laboratory of Ethnic Language Intelligent Analysis and Security Governance of MOE,facility,,1,1,0,0,1,0,2
EXT:A1CB6620186A,2024,LAUTECH,other,NG,1,1,1,1,1,1,35
EXT:A1D7F6069974,2025,Key Laboratory of Big Data and Intelligent Robot,facility,,1,1,1,0,1,0,2
EXT:A20EAEB21B92,2022,University of Osnabr眉ck,education,DE,1,1,1,1,1,0,2
EXT:A210C70D9BCA,2020,Yahoo Japan Corporation,company,JP,1,1,0,1,1,0,2
EXT:A210C70D9BCA,2023,Yahoo Japan Corporation,company,JP,1,1,0,1,1,0,1
EXT:A24DD72FC6AF,2022,"Shenzhen Institute of Advanced Technology, Chinese Academy of Science",education,,1,1,0,1,1,0,3
EXT:A26EE6C573E4,2024,Multi-Agent Governance & Intelligence Crew (MAGIC),other,,1,1,0,0,1,0,3
EXT:A26EE6C573E4,2025,Multi-Agent Governance & Intelligence Crew (MAGIC),other,,1,1,0,1,1,0,4
EXT:A2B6A8BAA0D7,2022,NUST,other,,1,1,1,1,1,1,27
EXT:A30920B0D6C4,2025,"Shenzhen Shen Nong Information Technology Co., Ltd.",company,,1,1,0,1,1,0,4
EXT:A3420BC32F57,2025,"Ricoh Company, Ltd.",company,JP,1,1,1,1,1,0,4
EXT:A3423391F8F6,2024,Free University of Bozen,education,,1,1,1,0,1,0,3
EXT:A37069A057C1,2025,Arthritis Research Canada,facility,,1,1,0,0,1,0,2
EXT:A3C7B3290238,2021,Leibniz-Institute for Media Research <<<AFF_SPLIT>>> Hans-Bredow-Institut,company,,1,1,0,1,1,0,1
EXT:A3D8F17D6DF5,2020,Studio Ousia,other,JP,1,1,1,0,1,0,4
EXT:A3D8F17D6DF5,2022,Studio Ousia,other,JP,3,3,1,1,3,0,6
EXT:A40B5F6F4810,2022,Australian Institute for Machine Learning,facility,AU,1,1,0,0,1,0,1
EXT:A433C6A01087,2021,Wayfair,other,US,1,1,1,0,1,0,2
EXT:A456732FC32E,2022,Zhongguancun Laboratory,facility,CN,4,4,2,1,4,0,6
EXT:A456732FC32E,2023,Zhongguancun Laboratory,facility,CN,2,2,2,0,2,0,5
EXT:A456732FC32E,2024,Zhongguancun Laboratory,facility,CN,5,5,0,0,5,0,2
EXT:A456732FC32E,2025,Zhongguancun Laboratory,facility,CN,7,7,1,2,7,1,10
EXT:A4F3CD83E922,2022,INESC-ID,nonprofit,PT,1,1,0,0,1,0,3
EXT:A53F6F09724B,2025,Enterprise AI Services,company,,1,1,0,1,1,0,1
EXT:A5477926C2A3,2022,State Key Laboratory of Internet of Things for Smart City,facility,,1,1,1,0,1,0,2
EXT:A589A3170CFE,2024,FZ J眉lich,other,,1,1,0,0,1,0,3
EXT:A59A7835890D,2024,Guangdong Provincial Key Laboratory of Fire Science and Intelligent Emergency Technology,company,,1,1,1,1,1,0,3
EXT:A5EC19190753,2024,Zhoushan-Zhejiang University Ocean Research Center,facility,CN,1,1,0,0,1,0,3
EXT:A5EC19190753,2025,Zhoushan-Zhejiang University Ocean Research Center,facility,CN,1,1,1,1,1,0,3
EXT:A5F7D438E1EE,2023,Sca DS.AI,company,,1,1,0,1,1,0,2
EXT:A61EC46B26E4,2024,Yale NLP - FINDVER Team,other,,1,0,0,0,0,0,0
EXT:A63A8F161C58,2025,Bio RAMP,other,,1,1,1,1,1,0,9
EXT:A63B9FC02A4E,2024,Basis,other,,1,1,1,0,1,0,3
EXT:A69B3467B914,2022,University of Ulm,education,DE,1,1,1,0,1,0,2
EXT:A6F2AFBF3046,2025,Istituto di Scienza e Tecnologie dell'Informazione (CNR-ISTI),other,IT,1,1,1,0,1,0,2
EXT:A740E4FE09EC,2020,AI 2 Irvine,company,,1,1,1,1,1,0,2
EXT:A767517153A1,2021,Pangaea Data Limited,company,GB,1,1,1,1,1,0,2
EXT:A7BA1DA8F623,2025,KU Leuven- Flanders Make,other,,1,1,1,0,1,0,2
EXT:A8054F0CF55F,2021,Key Lab. of Machine Intelligence and Advanced Computing,facility,CN,1,1,1,1,1,0,3
EXT:A81F0DE42CAD,2022,RIKEN Center for AI Project,company,JP,1,1,1,1,1,0,24
EXT:A824A2DCF01B,2020,Storium,other,,1,1,0,0,1,0,2
EXT:A82BF01DD632,2021,University of Texas,education,US,1,1,0,0,1,0,1
EXT:A82BF01DD632,2024,University of Texas,education,US,1,1,0,0,0,0,2
EXT:A8F9A3584BCE,2024,Kempner Institute for the Study of Natural and Artificial Intelligence,facility,,1,1,0,0,1,0,1
EXT:A947F5949B21,2025,IDSIA-USI/SUPSI,other,,1,1,1,0,1,0,3
EXT:A95E95263D6A,2021,DFKI / Saarland University,other,DE,1,1,1,1,1,0,3
EXT:A98CAD162C52,2025,UFRN,other,BR,1,1,1,0,1,0,2
EXT:AA3A48B97989,2025,State Key Laboratory of Transvascular Implantation Devices and TIDRI,facility,,1,1,1,1,1,0,6
EXT:AA3B68F7AC2A,2023,Zoom Video Communications,company,US,2,0,0,0,0,0,0
EXT:AA3B68F7AC2A,2024,Zoom Video Communications,company,US,1,0,0,0,0,0,0
EXT:AA6A71D4CA5A,2025,Hubei Key Laboratory of Smart Internet Technology,company,,1,1,0,1,1,0,1
EXT:AA8AE62DA4F2,2025,Carl von Ossietzky University of Oldenburg,education,DE,1,1,1,1,1,0,4
EXT:AAEAC40046AA,2025,scieneers Gmb H,other,,1,1,1,0,1,0,3
EXT:AAEB9666216F,2024,Pioneer Centre for Artificial Intelligence,facility,,1,1,1,1,1,0,5
EXT:AB080DB7EFCE,2025,Lang Chain,other,,1,1,0,0,1,0,1
EXT:AB572CBD9944,2025,HIT,other,,1,1,0,1,1,0,10
EXT:AB7435B93186,2025,TU Darmstadt Konrad Zuse School of Excellence in Reliable AI (rel AI),education,,1,1,0,0,1,0,5
EXT:ABED032E1FAE,2024,ModelBest Inc.,company,CN,1,1,0,1,1,0,2
EXT:ACC504BA0ACD,2023,Singapore,other,SG,1,1,1,0,1,0,4
EXT:AD36929C625D,2024,Digital University Kerala,education,,1,1,0,0,1,0,2
EXT:AD3B7B72637C,2024,AZFT Joint Lab for Knowledge Engine,facility,,1,1,0,0,1,0,1
EXT:AD453160BCAD,2025,L 3 S Research Center,facility,DE,2,2,2,0,2,0,11
EXT:AD907E212630,2023,IIITDM,other,IN,1,1,1,1,1,0,2
EXT:AE1C85175BDD,2025,Hyundai Motor Company,company,KR,2,2,0,2,2,0,2
EXT:AE3D1DA67DEF,2025,Zoom Communications,company,,1,0,0,0,0,0,0
EXT:AE4F5017195C,2023,Zhongxing Telecommunication Equipment Corporation,company,,1,1,0,1,1,0,2
EXT:AE7538C7E14F,2025,Tongyi Speech Lab,company,CN,1,1,1,1,1,0,3
EXT:AECFF4D8B95F,2023,"Instituto Nacional de Astrof铆sica, Optica y Electr贸nica",other,MX,1,1,1,0,1,0,3
EXT:AEDF83DC55E6,2025,"MemTensor (Shanghai) Technology Co., Ltd.",company,CN,1,1,1,1,1,0,3
EXT:AF017E64EA74,2024,TEK-UP,other,,1,1,1,1,1,0,12
EXT:AF3FFFF239A0,2025,CSX-AI,company,FR,1,1,1,1,1,0,4
EXT:AF45FDF51911,2025,i 4 AI Ltd,company,GB,1,1,1,1,1,0,1
EXT:AF6933D21D42,2023,Aubay,other,FR,1,1,0,0,1,0,3
EXT:AF8216C2EF60,2025,Bharat Gen,other,,1,1,1,1,1,0,2
EXT:AFDE5313BCFC,2024,ModelBest Inc.,company,CN,2,2,0,2,2,0,2
EXT:B01065C041D5,2025,Speech Colab,other,,1,1,0,1,1,0,10
EXT:B056814B52D1,2024,Linz Institute of Technology,education,,1,1,1,0,0,0,2
EXT:B05DC385FA88,2025,Honda Research Institute,company,US,1,1,0,1,1,0,3
EXT:B05DF2E99F8F,2024,The Hebrew University Business School,education,IL,1,1,1,1,1,0,3
EXT:B17B09FA2868,2020,Element AI,company,CA,1,1,0,1,1,0,3
EXT:B17B09FA2868,2021,Element AI,company,CA,2,0,0,0,0,0,0
