paper_id,org_id,year,org_name,org_type,org_country_code
2023.acl-long.252,I165932596,2023,National University of Singapore,education,SG
2023.acl-long.252,I3005327000,2023,Institute for Infocomm Research,facility,SG
2023.acl-long.253,I28290843,2023,University of Surrey,education,GB
2023.acl-long.253,I91136226,2023,University of Sheffield,education,GB
2023.acl-long.255,I157773358,2023,Sun Yat-sen University,education,CN
2023.acl-long.255,I4210122543,2023,Guangdong Polytechnic Normal University,education,CN
2023.acl-long.256,EXT:52B164F850FF,2023,Pingan Health Tech,healthcare,CN
2023.acl-long.256,I24943067,2023,Fudan University,education,CN
2023.acl-long.256,I66867065,2023,East China Normal University,education,CN
2023.acl-long.257,I78988378,2023,Renmin University of China,education,CN
2023.acl-long.258,I76130692,2023,Zhejiang University,education,CN
2023.acl-long.259,EXT:8FCD709699F1,2023,"CEC Gien Tech Technology Co., Ltd",company,CN
2023.acl-long.259,I2250955327,2023,Huawei Technologies,company,CN
2023.acl-long.259,I24943067,2023,Fudan University,education,CN
2023.acl-long.26,I185261750,2023,University of Toronto,education,CA
2023.acl-long.260,I157725225,2023,University of Illinois Urbana-Champaign,education,US
2023.acl-long.261,I91136226,2023,University of Sheffield,education,GB
2023.acl-long.262,I4210090411,2023,DeepMind,company,GB
2023.acl-long.262,I57206974,2023,New York University,education,US
2023.acl-long.263,EXT:9323BD61DD54,2023,Lamarr Institute,facility,DE
2023.acl-long.263,I135140700,2023,University of Bonn,education,DE
2023.acl-long.263,I145847075,2023,TU Wien,education,AT
2023.acl-long.263,I176453806,2023,University of Potsdam,education,DE
2023.acl-long.263,I4210144576,2023,Fraunhofer Institute for Intelligent Analysis and Information Systems,facility,DE
2023.acl-long.264,I172675005,2023,Nanyang Technological University,education,SG
2023.acl-long.264,I4210155268,2023,Salesforce,company,US
2023.acl-long.264,I45928872,2023,Alibaba Group,company,CN
2023.acl-long.267,I1290206253,2023,Microsoft,company,US
2023.acl-long.267,I99065089,2023,Tsinghua University,education,CN
2023.acl-long.269,I130701444,2023,Georgia Institute of Technology,education,US
2023.acl-long.27,I165932596,2023,National University of Singapore,education,SG
2023.acl-long.270,I52357470,2023,The Ohio State University,education,US
2023.acl-long.271,I1290206253,2023,Microsoft,company,US
2023.acl-long.271,I36258959,2023,"University of California, San Diego",education,US
2023.acl-long.272,I19820366,2023,Chinese Academy of Sciences,government,CN
2023.acl-long.272,I4210165038,2023,University of Chinese Academy of Sciences,education,CN
2023.acl-long.272,I45928872,2023,Alibaba Group,company,CN
2023.acl-long.273,I24943067,2023,Fudan University,education,CN
2023.acl-long.273,I98301712,2023,Baidu,company,CN
2023.acl-long.274,I70931966,2023,Universit茅 de Montr茅al,education,CA
2023.acl-long.274,I78988378,2023,Renmin University of China,education,CN
2023.acl-long.274,I99065089,2023,Tsinghua University,education,CN
2023.acl-long.275,I1311688040,2023,Amazon,company,US
2023.acl-long.275,I200769079,2023,Hong Kong University of Science and Technology,education,HK
2023.acl-long.277,I31512782,2023,Technical University of Darmstadt,education,DE
2023.acl-long.278,I19820366,2023,Chinese Academy of Sciences,government,CN
2023.acl-long.278,I4210165038,2023,University of Chinese Academy of Sciences,education,CN
2023.acl-long.278,I98301712,2023,Baidu,company,CN
2023.acl-long.280,I183067930,2023,Shanghai Jiao Tong University,education,CN
2023.acl-long.280,I200769079,2023,Hong Kong University of Science and Technology,education,HK
2023.acl-long.280,I37461747,2023,Wuhan University,education,CN
2023.acl-long.281,I183067930,2023,Shanghai Jiao Tong University,education,CN
2023.acl-long.281,I19820366,2023,Chinese Academy of Sciences,government,CN
2023.acl-long.282,EXT:5F5C827552BD,2023,Birla Institute of Technology and Science,education,
2023.acl-long.282,I115228651,2023,"Agency for Science, Technology and Research",government,SG
2023.acl-long.282,I172675005,2023,Nanyang Technological University,education,SG
2023.acl-long.282,I4210155268,2023,Salesforce,company,US
2023.acl-long.283,I154570441,2023,"University of California, Santa Barbara",education,US
2023.acl-long.283,I4405256866,2023,ByteDance,company,CN
2023.acl-long.285,I152815399,2023,Singapore University of Technology and Design,education,SG
2023.acl-long.288,I200769079,2023,Hong Kong University of Science and Technology,education,HK
2023.acl-long.288,I2250653659,2023,Tencent,company,CN
2023.acl-long.288,I4210127875,2023,Nvidia,company,US
2023.acl-long.288,I79576946,2023,University of Pennsylvania,education,US
2023.acl-long.289,EXT:924319C69686,2023,Wipro AI Labs,company,IN
2023.acl-long.289,I119939252,2023,Indraprastha Institute of Information Technology Delhi,education,IN
2023.acl-long.289,I68891433,2023,Indian Institute of Technology Delhi,education,IN
2023.acl-long.289,I876193797,2023,Vellore Institute of Technology University,education,IN
2023.acl-long.29,I114027177,2023,University of North Carolina at Chapel Hill,education,US
2023.acl-long.295,EXT:E616BD1E3F2B,2023,PSL University,education,FR
2023.acl-long.295,I1326498283,2023,Institut national de recherche en informatique et en automatique,government,FR
2023.acl-long.296,I1306409833,2023,Adobe Systems,company,US
2023.acl-long.296,I181233156,2023,University of Oregon,education,US
2023.acl-long.298,I74973139,2023,Carnegie Mellon University,education,US
2023.acl-long.299,EXT:5217072B188F,2023,"China Mobile Communication Group Tianjin Co., Ltd.",company,CN
2023.acl-long.299,EXT:DE88C2D6B9B0,2023,Northeastern University at Qinhuangdao,education,CN
2023.acl-long.299,I162868743,2023,Tianjin University,education,CN
2023.acl-long.3,I4210114444,2023,Meta,company,US
2023.acl-long.300,I86519309,2023,The University of Texas at Austin,education,US
2023.acl-long.302,I4210156221,2023,Allen Institute for Artificial Intelligence,nonprofit,US
2023.acl-long.302,I5124864,2023,茅cole Polytechnique F茅d茅rale de Lausanne,education,CH
2023.acl-long.303,I114027177,2023,University of North Carolina at Chapel Hill,education,US
2023.acl-long.303,I157725225,2023,University of Illinois Urbana-Champaign,education,US
2023.acl-long.303,I161318765,2023,"University of California, Los Angeles",education,US
2023.acl-long.303,I78577930,2023,Columbia University,education,US
2023.acl-long.305,EXT:D0B269FFDC53,2023,"AIGENDRUG Co., Ltd.",company,
2023.acl-long.305,I139264467,2023,Seoul National University,education,KR
2023.acl-long.308,EXT:4F34D4B3EC78,2023,University of Zaragoza,education,ES
2023.acl-long.308,I4210100615,2023,Centro Universitario de la Defensa,education,ES
2023.acl-long.31,I27837315,2023,University of Michigan鈥揂nn Arbor,education,US
2023.acl-long.310,EXT:BAA562B499FA,2023,Comcast Applied AI,facility,US
2023.acl-long.310,I151746483,2023,University of Waterloo,education,CA
2023.acl-long.310,I45129253,2023,University College London,education,GB
2023.acl-long.311,I157725225,2023,University of Illinois Urbana-Champaign,education,US
2023.acl-long.311,I204512498,2023,University of Macau,education,MO
2023.acl-long.314,I241749,2023,University of Cambridge,education,GB
2023.acl-long.314,I25974101,2023,University of W眉rzburg,education,DE
2023.acl-long.315,I150744194,2023,Waseda University,education,JP
2023.acl-long.315,I183067930,2023,Shanghai Jiao Tong University,education,CN
2023.acl-long.315,I35440088,2023,ETH Zurich,education,CH
2023.acl-long.315,I4405256866,2023,ByteDance,company,CN
2023.acl-long.317,EXT:9F272F357354,2023,Mila - Quebec Artificial Intelligence Institute / McGill University,other,CA
2023.acl-long.317,I40120149,2023,University of Oxford,education,GB
2023.acl-long.317,I4401726847,2023,Cohere,company,CA
2023.acl-long.318,EXT:1226304D6884,2023,Logically,other,GB
2023.acl-long.318,I68891433,2023,Indian Institute of Technology Delhi,education,IN
2023.acl-long.319,I162577319,2023,The University of Texas at Dallas,education,US
2023.acl-long.319,I162827531,2023,Indian Institute of Technology Bombay,education,IN
2023.acl-long.32,EXT:F6D9D8834218,2023,MPI & ETH Z眉rich,other,
2023.acl-long.32,I35440088,2023,ETH Zurich,education,CH
2023.acl-long.322,I100066346,2023,University of Stuttgart,education,DE
2023.acl-long.324,I129604602,2023,University of Sydney,education,AU
2023.acl-long.324,I204512498,2023,University of Macau,education,MO
2023.acl-long.324,I4210090971,2023,Southeast University,education,BD
2023.acl-long.324,I4210103986,2023,Jingdong (China),company,CN
2023.acl-long.325,EXT:538118537217,2023,Lingang Laboratory,facility,CN
2023.acl-long.325,I66867065,2023,East China Normal University,education,CN
2023.acl-long.327,I24943067,2023,Fudan University,education,CN
2023.acl-long.328,EXT:9B14C16C18AD,2023,"Data Grand Information Technology (Shanghai) Co., Ltd.",company,
2023.acl-long.328,I24943067,2023,Fudan University,education,CN
2023.acl-long.329,I165932596,2023,National University of Singapore,education,SG
2023.acl-long.329,I172675005,2023,Nanyang Technological University,education,SG
2023.acl-long.329,I204983213,2023,Harbin Institute of Technology,education,CN
2023.acl-long.330,I1290206253,2023,Microsoft,company,US
2023.acl-long.330,I204983213,2023,Harbin Institute of Technology,education,CN
2023.acl-long.334,I32971472,2023,Yale University,education,US
2023.acl-long.334,I57206974,2023,New York University,education,US
2023.acl-long.334,I76130692,2023,Zhejiang University,education,CN
2023.acl-long.336,I78988378,2023,Renmin University of China,education,CN
2023.acl-long.336,I98301712,2023,Baidu,company,CN
2023.acl-long.337,I111455621,2023,"Queens College, CUNY",education,US
2023.acl-long.337,I121847817,2023,"The Graduate Center, CUNY",education,US
2023.acl-long.337,I1341030882,2023,Educational Testing Service,nonprofit,US
2023.acl-long.34,I1290206253,2023,Microsoft,company,US
2023.acl-long.34,I27837315,2023,University of Michigan鈥揂nn Arbor,education,US
2023.acl-long.340,I108468826,2023,Stevens Institute of Technology,education,US
2023.acl-long.340,I859038795,2023,Virginia Tech,education,US
2023.acl-long.342,I193662353,2023,Utrecht University,education,NL
2023.acl-long.345,I161318765,2023,"University of California, Los Angeles",education,US
2023.acl-long.345,I4210114444,2023,Meta,company,US
2023.acl-long.346,EXT:75043A9CA0C4,2023,DTU,other,IN
2023.acl-long.346,I68891433,2023,Indian Institute of Technology Delhi,education,IN
2023.acl-long.347,I107639228,2023,University of Notre Dame,education,US
2023.acl-long.347,I1174212,2023,University of Southern California,education,US
2023.acl-long.347,I1290206253,2023,Microsoft,company,US
2023.acl-long.348,EXT:50DDD6A88344,2023,"Discovery Lab, Elsevier",facility,NL
2023.acl-long.348,I887064364,2023,University of Amsterdam,education,NL
2023.acl-long.351,I45928872,2023,Alibaba Group,company,CN
2023.acl-long.351,I99065089,2023,Tsinghua University,education,CN
2023.acl-long.353,EXT:DE39A5003286,2023,University of Wroclaw,education,
2023.acl-long.353,I4210127875,2023,Nvidia,company,US
2023.acl-long.353,I98677209,2023,University of Edinburgh,education,GB
2023.acl-long.355,I1311688040,2023,Amazon,company,US
2023.acl-long.356,I91807558,2023,National Cheng Kung University,education,TW
2023.acl-long.357,I162868743,2023,Tianjin University,education,CN
2023.acl-long.360,I139759216,2023,Beijing University of Posts and Telecommunications,education,CN
2023.acl-long.360,I4405259410,2023,Meituan,company,CN
2023.acl-long.362,I4210143797,2023,Sony,company,JP
2023.acl-long.362,I5124864,2023,茅cole Polytechnique F茅d茅rale de Lausanne,education,CH
2023.acl-long.363,I2250955327,2023,Huawei Technologies,company,CN
2023.acl-long.363,I76130692,2023,Zhejiang University,education,CN
2023.acl-long.364,I177725633,2023,Chinese University of Hong Kong,education,CN
2023.acl-long.364,I204983213,2023,Harbin Institute of Technology,education,CN
2023.acl-long.364,I2250955327,2023,Huawei Technologies,company,CN
2023.acl-long.364,I4210136793,2023,Peng Cheng Laboratory,facility,CN
2023.acl-long.365,I19820366,2023,Chinese Academy of Sciences,government,CN
2023.acl-long.365,I4210165038,2023,University of Chinese Academy of Sciences,education,CN
2023.acl-long.366,I1290206253,2023,Microsoft,company,US
2023.acl-long.366,I14243506,2023,Hong Kong Polytechnic University,education,HK
2023.acl-long.367,I201448701,2023,University of Washington,education,US
2023.acl-long.368,I130701444,2023,Georgia Institute of Technology,education,US
2023.acl-long.369,I24943067,2023,Fudan University,education,CN
2023.acl-long.369,I98301712,2023,Baidu,company,CN
2023.acl-long.371,EXT:270FD7EA620D,2023,Softly AI,company,
2023.acl-long.371,I154570441,2023,"University of California, Santa Barbara",education,US
2023.acl-long.371,I157485424,2023,Korea Advanced Institute of Science and Technology,education,KR
2023.acl-long.371,I205783295,2023,Cornell University,education,US
2023.acl-long.372,I40347166,2023,University of Chicago,education,US
2023.acl-long.373,I1341412227,2023,IBM,company,US
2023.acl-long.374,I19820366,2023,Chinese Academy of Sciences,government,CN
2023.acl-long.374,I4210165038,2023,University of Chinese Academy of Sciences,education,CN
2023.acl-long.376,I14243506,2023,Hong Kong Polytechnic University,education,HK
2023.acl-long.376,I24185976,2023,Sichuan University,education,CN
2023.acl-long.376,I90610280,2023,South China University of Technology,education,CN
2023.acl-long.377,I165779595,2023,University of Melbourne,education,AU
2023.acl-long.378,EXT:3F85ADD84162,2023,Ant Group,company,CN
2023.acl-long.378,I107639228,2023,University of Notre Dame,education,US
2023.acl-long.378,I114017466,2023,University of Technology Sydney,education,AU
2023.acl-long.378,I1290206253,2023,Microsoft,company,US
2023.acl-long.378,I71920554,2023,King Abdullah University of Science and Technology,education,SA
2023.acl-long.379,I1306409833,2023,Adobe Systems,company,US
2023.acl-long.379,I24603500,2023,University of Massachusetts Amherst,education,US
2023.acl-long.38,I63966007,2023,Massachusetts Institute of Technology,education,US
2023.acl-long.380,I125839683,2023,Beijing Institute of Technology,education,CN
2023.acl-long.380,I204512498,2023,University of Macau,education,MO
2023.acl-long.380,I204983213,2023,Harbin Institute of Technology,education,CN
2023.acl-long.380,I99065089,2023,Tsinghua University,education,CN
2023.acl-long.382,EXT:242243B7AEF7,2023,Philips Research,facility,NL
2023.acl-long.382,I172446870,2023,University of Cagliari,education,IT
2023.acl-long.382,I195460627,2023,University of Aberdeen,education,GB
2023.acl-long.382,I21250087,2023,Charles University,education,CZ
2023.acl-long.383,I162577319,2023,The University of Texas at Dallas,education,US
2023.acl-long.383,I4210126794,2023,IBM Research,facility,CN
2023.acl-long.384,I1174212,2023,University of Southern California,education,US
2023.acl-long.384,I165932596,2023,National University of Singapore,education,SG
2023.acl-long.387,I157725225,2023,University of Illinois Urbana-Champaign,education,US
2023.acl-long.388,I2250653659,2023,Tencent,company,CN
2023.acl-long.388,I3133055985,2023,Westlake University,education,CN
2023.acl-long.388,I9224756,2023,Northeastern University,education,CN
2023.acl-long.389,I133738476,2023,University of Massachusetts Lowell,education,US
2023.acl-long.391,I114017466,2023,University of Technology Sydney,education,AU
2023.acl-long.391,I1290206253,2023,Microsoft,company,US
2023.acl-long.391,I20231570,2023,Peking University,education,CN
2023.acl-long.392,I1174212,2023,University of Southern California,education,US
2023.acl-long.392,I201448701,2023,University of Washington,education,US
2023.acl-long.392,I4210114444,2023,Meta,company,US
2023.acl-long.392,I4210156221,2023,Allen Institute for Artificial Intelligence,nonprofit,US
2023.acl-long.392,I99065089,2023,Tsinghua University,education,CN
2023.acl-long.393,EXT:416E3D7D87AC,2023,Deezer Research & EPFL,facility,
2023.acl-long.393,EXT:C9EB983AD8CC,2023,Deezer Research,facility,FR
2023.acl-long.394,EXT:BE82A59EE0FE,2023,AIGEN Sciences,company,KR
2023.acl-long.394,I1306409833,2023,Adobe Systems,company,US
2023.acl-long.394,I197347611,2023,Korea University,education,KR
2023.acl-long.395,I103635307,2023,"University of California, Riverside",education,US
2023.acl-long.395,I162577319,2023,The University of Texas at Dallas,education,US
2023.acl-long.395,I165932596,2023,National University of Singapore,education,SG
2023.acl-long.395,I177725633,2023,Chinese University of Hong Kong,education,CN
2023.acl-long.397,EXT:37C18AB3AD24,2023,Net Mind.AI and Protago Labs,company,US
2023.acl-long.397,I1290206253,2023,Microsoft,company,US
2023.acl-long.397,I135310074,2023,University of Wisconsin鈥揗adison,education,US
2023.acl-long.399,I1328775524,2023,Zhejiang Sci-Tech University,education,CN
2023.acl-long.399,I172675005,2023,Nanyang Technological University,education,SG
2023.acl-long.399,I79891267,2023,Singapore Management University,education,SG
2023.acl-long.40,EXT:8EE00A77738D,2023,Shanghai Shanghai Artificial Intelligence Laboratory,facility,CN
2023.acl-long.40,I129604602,2023,University of Sydney,education,AU
2023.acl-long.40,I24943067,2023,Fudan University,education,CN
2023.acl-long.401,I63966007,2023,Massachusetts Institute of Technology,education,US
2023.acl-long.402,EXT:4C3283B1E677,2023,Mioeind ehf.,other,
2023.acl-long.402,I124055696,2023,University of Copenhagen,education,DK
2023.acl-long.403,I1290206253,2023,Microsoft,company,US
2023.acl-long.403,I99065089,2023,Tsinghua University,education,CN
2023.acl-long.404,I132153292,2023,Indian Institute of Technology Patna,education,IN
2023.acl-long.405,I1290206253,2023,Microsoft,company,US
2023.acl-long.405,I20231570,2023,Peking University,education,CN
2023.acl-long.405,I4392738278,2023,Beijing Institute for General Artificial Intelligence,government,CN
2023.acl-long.406,I20121455,2023,Bielefeld University,education,DE
2023.acl-long.407,I20231570,2023,Peking University,education,CN
2023.acl-long.407,I78988378,2023,Renmin University of China,education,CN
2023.acl-long.408,I2250955327,2023,Huawei Technologies,company,CN
2023.acl-long.408,I98301712,2023,Baidu,company,CN
2023.acl-long.41,I201448701,2023,University of Washington,education,US
2023.acl-long.41,I205783295,2023,Cornell University,education,US
2023.acl-long.41,I223532165,2023,University of Utah,education,US
2023.acl-long.41,I4210156221,2023,Allen Institute for Artificial Intelligence,nonprofit,US
2023.acl-long.41,I4210161460,2023,OpenAI,company,US
2023.acl-long.410,I1341412227,2023,IBM,company,US
2023.acl-long.410,I47508984,2023,Imperial College London,education,GB
2023.acl-long.412,EXT:55C6A11D9400,2023,SFI,other,
2023.acl-long.412,EXT:F6D9D8834218,2023,MPI & ETH Z眉rich,other,
2023.acl-long.412,I202697423,2023,University of Zurich,education,CH
2023.acl-long.412,I35440088,2023,ETH Zurich,education,CH
2023.acl-long.414,I74973139,2023,Carnegie Mellon University,education,US
2023.acl-long.415,EXT:177697EEE093,2023,S2W,other,KR
2023.acl-long.415,I157485424,2023,Korea Advanced Institute of Science and Technology,education,KR
2023.acl-long.416,EXT:E369D35C1785,2023,3M Health Information Systems,healthcare,US
2023.acl-long.416,I74973139,2023,Carnegie Mellon University,education,US
2023.acl-long.417,I130701444,2023,Georgia Institute of Technology,education,US
2023.acl-long.417,I4210114444,2023,Meta,company,US
2023.acl-long.418,I152815399,2023,Singapore University of Technology and Design,education,SG
2023.acl-long.42,I117965899,2023,University of Hawai?i at M膩noa,education,US
2023.acl-long.42,I169381384,2023,University of Groningen,education,NL
2023.acl-long.42,I97018004,2023,Stanford University,education,US
2023.acl-long.421,I154425047,2023,University of Alberta,education,CA
2023.acl-long.421,I2250653659,2023,Tencent,company,CN
2023.acl-long.423,I126520041,2023,University of Science and Technology of China,education,CN
2023.acl-long.423,I1290206253,2023,Microsoft,company,US
2023.acl-long.423,I21193070,2023,Beijing Jiaotong University,education,CN
2023.acl-long.423,I4210113369,2023,Microsoft Research Asia,company,CN
2023.acl-long.423,I4210143797,2023,Sony,company,JP
2023.acl-long.424,I154099455,2023,Shandong University,education,CN
2023.acl-long.424,I4210103986,2023,Jingdong (China),company,CN
2023.acl-long.424,I887064364,2023,University of Amsterdam,education,NL
2023.acl-long.425,I31512782,2023,Technical University of Darmstadt,education,DE
2023.acl-long.425,I889804353,2023,Robert Bosch,company,DE
2023.acl-long.425,I9360294,2023,University of Bologna,education,IT
2023.acl-long.426,I177802217,2023,University of Mannheim,education,DE
2023.acl-long.426,I25974101,2023,University of W眉rzburg,education,DE
2023.acl-long.428,I180825142,2023,"City, University of London",education,GB
2023.acl-long.428,I4210123934,2023,Amazon,company,GB
2023.acl-long.43,I157725225,2023,University of Illinois Urbana-Champaign,education,US
2023.acl-long.431,I71030271,2023,Heidelberg Institute for Theoretical Studies,facility,DE
2023.acl-long.431,I85384741,2023,Heidelberg University,education,US
2023.acl-long.433,I142263535,2023,University of Nottingham,education,GB
2023.acl-long.433,I4210144839,2023,Hamad bin Khalifa University,education,QA
2023.acl-long.433,I72090969,2023,Nokia (United States),company,US
2023.acl-long.434,I45928872,2023,Alibaba Group,company,CN
2023.acl-long.436,I19820366,2023,Chinese Academy of Sciences,government,CN
2023.acl-long.436,I4210165038,2023,University of Chinese Academy of Sciences,education,CN
2023.acl-long.438,I126520041,2023,University of Science and Technology of China,education,CN
2023.acl-long.438,I19820366,2023,Chinese Academy of Sciences,government,CN
2023.acl-long.438,I4210165038,2023,University of Chinese Academy of Sciences,education,CN
2023.acl-long.438,I45928872,2023,Alibaba Group,company,CN
2023.acl-long.439,I126520041,2023,University of Science and Technology of China,education,CN
2023.acl-long.439,I139759216,2023,Beijing University of Posts and Telecommunications,education,CN
2023.acl-long.44,I130701444,2023,Georgia Institute of Technology,education,US
2023.acl-long.44,I1311688040,2023,Amazon,company,US
2023.acl-long.44,I97018004,2023,Stanford University,education,US
2023.acl-long.440,I157725225,2023,University of Illinois Urbana-Champaign,education,US
2023.acl-long.443,I4391012619,2023,Shanghai Artificial Intelligence Laboratory,facility,CN
2023.acl-long.443,I99065089,2023,Tsinghua University,education,CN
2023.acl-long.445,I157773358,2023,Sun Yat-sen University,education,CN
2023.acl-long.445,I165932596,2023,National University of Singapore,education,SG
2023.acl-long.445,I168719708,2023,City University of Hong Kong,education,HK
2023.acl-long.445,I4210113369,2023,Microsoft Research Asia,company,CN
2023.acl-long.445,I79891267,2023,Singapore Management University,education,SG
2023.acl-long.445,I82880672,2023,Beihang University,education,CN
2023.acl-long.446,I154570441,2023,"University of California, Santa Barbara",education,US
2023.acl-long.447,I1174212,2023,University of Southern California,education,US
2023.acl-long.447,I1311688040,2023,Amazon,company,US
2023.acl-long.447,I161318765,2023,"University of California, Los Angeles",education,US
2023.acl-long.447,I39422238,2023,University of Illinois Chicago,education,US
2023.acl-long.448,I21193070,2023,Beijing Jiaotong University,education,CN
2023.acl-long.449,I162827531,2023,Indian Institute of Technology Bombay,education,IN
2023.acl-long.449,I4210103279,2023,IBM Research - India,facility,IN
2023.acl-long.45,I20231570,2023,Peking University,education,CN
2023.acl-long.45,I4210144042,2023,Ministry of Education,government,KE
2023.acl-long.450,EXT:6302C31ED9DE,2023,Beijing Institute of Computer Technology and Application,company,CN
2023.acl-long.450,EXT:E20F61C5DFFF,2023,"Inspur Group Co., Ltd.",company,CN
2023.acl-long.450,I139759216,2023,Beijing University of Posts and Telecommunications,education,CN
2023.acl-long.450,I82880672,2023,Beihang University,education,CN
2023.acl-long.451,I14243506,2023,Hong Kong Polytechnic University,education,HK
2023.acl-long.451,I3045169105,2023,Southern University of Science and Technology,education,CN
2023.acl-long.452,I1174212,2023,University of Southern California,education,US
2023.acl-long.453,EXT:1EF5A4BAA5A4,2023,MMU Kuai Shou Inc.,company,CN
2023.acl-long.453,EXT:2C0A791F427F,2023,Research Center for Social Computing and Information Retrieval,facility,CN
2023.acl-long.453,I4391012619,2023,Shanghai Artificial Intelligence Laboratory,facility,CN
2023.acl-long.453,I4391768012,2023,State Key Laboratory of Information Security,facility,CN
2023.acl-long.455,EXT:EDDB373156B8,2023,"Institute of Artificial Intelligence, Hefei Comprehensive National Science Center",facility,CN
2023.acl-long.455,I126520041,2023,University of Science and Technology of China,education,CN
2023.acl-long.455,I139759216,2023,Beijing University of Posts and Telecommunications,education,CN
2023.acl-long.455,I98301712,2023,Baidu,company,CN
2023.acl-long.456,I1290206253,2023,Microsoft,company,US
2023.acl-long.456,I86519309,2023,The University of Texas at Austin,education,US
2023.acl-long.457,I162868743,2023,Tianjin University,education,CN
2023.acl-long.457,I99065089,2023,Tsinghua University,education,CN
2023.acl-long.458,I75917431,2023,Nara Institute of Science and Technology,education,JP
2023.acl-long.46,I114027177,2023,University of North Carolina at Chapel Hill,education,US
2023.acl-long.46,I1341412227,2023,IBM,company,US
2023.acl-long.46,I197251160,2023,Hebrew University of Jerusalem,education,IL
2023.acl-long.461,I277688954,2023,Universit茅 Paris-Saclay,education,FR
2023.acl-long.461,I90183372,2023,Universit茅 de Lorraine,education,FR
2023.acl-long.462,I20231570,2023,Peking University,education,CN
2023.acl-long.464,I4391012619,2023,Shanghai Artificial Intelligence Laboratory,facility,CN
2023.acl-long.464,I99065089,2023,Tsinghua University,education,CN
2023.acl-long.465,I4210113369,2023,Microsoft Research Asia,company,CN
2023.acl-long.465,I99065089,2023,Tsinghua University,education,CN
2023.acl-long.466,I63190737,2023,"University at Buffalo, State University of New York",education,US
2023.acl-long.467,EXT:20529C96FF64,2023,"Kensho Technologies, Inc.",company,
2023.acl-long.467,I1311688040,2023,Amazon,company,US
2023.acl-long.467,I193223587,2023,University of Trento,education,IT
2023.acl-long.468,I1174212,2023,University of Southern California,education,US
2023.acl-long.470,I1341412227,2023,IBM,company,US
2023.acl-long.471,EXT:CF2A777942A6,2023,Vipshop,other,CN
2023.acl-long.471,I157773358,2023,Sun Yat-sen University,education,CN
2023.acl-long.471,I4210114444,2023,Meta,company,US
2023.acl-long.472,I111088046,2023,Boston University,education,US
2023.acl-long.472,I1291425158,2023,Google,company,US
2023.acl-long.472,I1311688040,2023,Amazon,company,US
2023.acl-long.472,I57206974,2023,New York University,education,US
2023.acl-long.473,I98677209,2023,University of Edinburgh,education,GB
2023.acl-long.475,I191208505,2023,Xiamen University,education,CN
2023.acl-long.476,EXT:6B2982F3DF7A,2023,"Zhongke Fanyu Technology Co., Ltd",company,CN
2023.acl-long.476,I4210112150,2023,Institute of Automation,facility,CN
2023.acl-long.476,I4210165038,2023,University of Chinese Academy of Sciences,education,CN
2023.acl-long.478,I1311688040,2023,Amazon,company,US
2023.acl-long.478,I55732556,2023,Arizona State University,education,US
2023.acl-long.479,I4405256866,2023,ByteDance,company,CN
2023.acl-long.479,I76130692,2023,Zhejiang University,education,CN
2023.acl-long.48,EXT:5430CF61F56A,2023,U Mass,other,US
2023.acl-long.48,I1311688040,2023,Amazon,company,US
2023.acl-long.481,I33256026,2023,German Research Centre for Artificial Intelligence,nonprofit,DE
2023.acl-long.481,I34352273,2023,Maastricht University,education,NL
2023.acl-long.483,I1311688040,2023,Amazon,company,US
2023.acl-long.483,I161318765,2023,"University of California, Los Angeles",education,US
2023.acl-long.483,I40347166,2023,University of Chicago,education,US
2023.acl-long.483,I57206974,2023,New York University,education,US
2023.acl-long.484,I177725633,2023,Chinese University of Hong Kong,education,CN
2023.acl-long.484,I45928872,2023,Alibaba Group,company,CN
2023.acl-long.485,I124618812,2023,Mathematics Research Center,facility,MX
2023.acl-long.485,I1310866531,2023,Consejo Nacional de Ciencia y Tecnolog铆a,government,GT
2023.acl-long.486,I118347636,2023,Australian National University,education,AU
2023.acl-long.486,I14243506,2023,Hong Kong Polytechnic University,education,HK
2023.acl-long.486,I165779595,2023,University of Melbourne,education,AU
2023.acl-long.486,I42894916,2023,Data61,other,AU
2023.acl-long.487,I124055696,2023,University of Copenhagen,education,DK
2023.acl-long.487,I1311688040,2023,Amazon,company,US
2023.acl-long.487,I24768866,2023,Bulgarian Academy of Sciences,government,BG
2023.acl-long.487,I3141073880,2023,Sofia University,education,US
2023.acl-long.487,I32971472,2023,Yale University,education,US
2023.acl-long.487,I4210113480,2023,Mohamed bin Zayed University of Artificial Intelligence,education,AE
2023.acl-long.487,I4210114444,2023,Meta,company,US
2023.acl-long.488,I141945490,2023,University of British Columbia,education,CA
2023.acl-long.488,I4210113369,2023,Microsoft Research Asia,company,CN
2023.acl-long.490,I174306211,2023,Technion ??Israel Institute of Technology,education,IL
2023.acl-long.492,I21449261,2023,Masaryk University,education,CZ
2023.acl-long.493,I20089843,2023,Princeton University,education,US
2023.acl-long.493,I35440088,2023,ETH Zurich,education,CH
2023.acl-long.493,I4210114444,2023,Meta,company,US
2023.acl-long.495,I185443292,2023,Wayne State University,education,US
2023.acl-long.495,I27674431,2023,Indian Institute of Technology Gandhinagar,education,IN
2023.acl-long.495,I39422238,2023,University of Illinois Chicago,education,US
2023.acl-long.495,I76777374,2023,Central University of Rajasthan,education,IN
2023.acl-long.496,I160992636,2023,Toyota Technological Institute at Chicago,education,US
